Category,Date,Title,Link
国際交流室からのお知らせ/ Information from the International Liaison Office (ILO),2023.05.11,日本語会話クラス/ Japanese Conversation Class,https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/ilo-notice/16950/
留学生向け奨学金情報/Scholarship Information for GSFS International Students from ILO,2023.07.21,Assuran International Scholarship Foundation/ Deadline: July 26 (Wed) 2023 at 16:00//アシュラン国際奨学財団/ 締切：2023年7月26日（水）午後4時,https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/scholarship/17966/
留学生向け奨学金情報/Scholarship Information for GSFS International Students from ILO,2023.07.19,Direct Application:  CWAJ Scholarship Program/ Deadline: October 9 (Mon) 2023// 直接応募: CWAJ奨学金財団/ 締切：2023年10月9日（月）,https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/scholarship/17947/
留学生向け奨学金情報/Scholarship Information for GSFS International Students from ILO,2023.07.17,Application for Grant by The Uehara Memorial Foundation/上原記念生命科学財団2023年度「来日研究助成金」の募集について,https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/scholarship/18007/
総務からのお知らせ,2024.05.10,【資料等掲載】2024年度新領域新任教職員研修について,https://gsfs-portal.k.u-tokyo.ac.jp/soumu/news/soumu-notice/21605/
就労関連通知,2024.05.20,【依頼・総務】5月例月の就労管理システム月次処理について,https://gsfs-portal.k.u-tokyo.ac.jp/soumu/news/employment_notice/21562/
就労関連通知,2024.04.19,【依頼・総務】4月例月の就労管理システム月次処理について,https://gsfs-portal.k.u-tokyo.ac.jp/soumu/news/employment_notice/21286/
就労関連通知,2024.02.20,【依頼・総務】2月例月の就労管理システム月次処理について,https://gsfs-portal.k.u-tokyo.ac.jp/soumu/news/employment_notice/20311/
就労関連通知,2024.01.19,【依頼・総務】1月例月の就労管理システム月次処理について,https://gsfs-portal.k.u-tokyo.ac.jp/soumu/news/employment_notice/20015/
就労関連通知,2023.12.20,【依頼・総務】12月例月の就労管理システム月次処理について,https://gsfs-portal.k.u-tokyo.ac.jp/soumu/news/employment_notice/19744/
出張関連通知,2024.04.17,近距離請求書の提出と注意事項につきまして,https://gsfs-portal.k.u-tokyo.ac.jp/soumu/news/trip_notice/21306/
出張関連通知,2024.02.22,【２月分出張報告書〆切：３月４日（月）まで】　！重要！【柏共通】Ｒ５年度末に向けての出張旅費支払いについて（第３報）,https://gsfs-portal.k.u-tokyo.ac.jp/soumu/news/trip_notice/20359/
出張関連通知,2024.02.22,2023年度 近距離旅費請求書の提出につきまして（2月度&年度末〆切日）,https://gsfs-portal.k.u-tokyo.ac.jp/soumu/news/trip_notice/20352/
重要なお知らせ/Important Notice,2024.02.19,石川県能登地方を震源とする地震に関する取組みの情報提供について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/emergency-information/20338/
重要なお知らせ/Important Notice,2024.01.29,令和６年 1 月 23 日からの大雪等による災害で被災した 世帯の学生の皆さんへ,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/emergency-information/20191/
重要なお知らせ/Important Notice,2024.01.15,令和６年能登半島地震の影響により就職活動等に支障が生じた学生等に対する緊急支援について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/emergency-information/20042/
重要なお知らせ/Important Notice,2024.01.10,令和６年能登半島地震にかかる災害で被災した 世帯の学生の皆さんへ,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/emergency-information/19982/
重要なお知らせ/Important Notice,2023.12.11,年末年始の教務チーム窓口業務及び自動証明書発行機の休止について/New Year’s Holiday Closure of Student Affairs Team and Automatic Certificate Issuing Machines,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase2/19726/
教務からのお知らせ/Notice from the Student Affairs Team,2024.04.26,（重要/IMPORTANT）令和6年度S1ターム履修登録訂正期間 4/30-5/7（通年・年度跨り科目含む）/ Course Registration Correction Period for S1 term: Apr30-May7,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase2/21451/
教務からのお知らせ/Notice from the Student Affairs Team,2024.04.16,【重要／Important】部局横断型教​育プログラム修了証の申請／The University-wide Education Program,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase2/21269/
教務からのお知らせ/Notice from the Student Affairs Team,2024.04.04,"【学生及び教職員／Student,Faculty&Staff】utelecon（情報システムポータルサイト／ICT Systems Portal Site）",https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase2/20988/
教務からのお知らせ/Notice from the Student Affairs Team,2024.04.04,【重要：4月5日-4月19日】令和6年度S1S2ターム(共通)履修登録期間（通年・年度跨り科目含む）,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase2/20981/
教務からのお知らせ/Notice from the Student Affairs Team,2024.04.04,"**IMPORTANT** [S1/S2] Course Registration:　April 5 – 19, 2024",https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase2/20986/
他学部・研究科からの授業関係お知らせ/Classes Information from other Faculty or Graduate School,2024.05.14,経済学部試験関係時間割＜令和6年度S1ターム＞/ Timetable of S1 term exams (AY2024) at Faculty of Economics,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/tagakubu-oshirase-2/21636/
他学部・研究科からの授業関係お知らせ/Classes Information from other Faculty or Graduate School,2024.05.07,"【公共政策大学院TTPU室】5/14,6/4 ゲストスピーカーセミナーのご案内",https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/tagakubu-oshirase-2/21534/
他学部・研究科からの授業関係お知らせ/Classes Information from other Faculty or Graduate School,2024.04.12,【公共政策大学院TTPU室】4/16 ゲストスピーカーセミナーのご案内,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/tagakubu-oshirase-2/21216/
他学部・研究科からの授業関係お知らせ/Classes Information from other Faculty or Graduate School,2024.04.05,【理学系】理工連携大学院科目開講とガイダンス開催,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/tagakubu-oshirase-2/21065/
他学部・研究科からの授業関係お知らせ/Classes Information from other Faculty or Graduate School,2024.04.01,2024年度法学部と経済学部の類似・合併科目について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/tagakubu-oshirase-2/20932/
留学生へのお知らせ/Notice to GSFS International Students,2024.05.14,【東大留学生支援室】留学生のための就職支援セミナー情報（24-01）,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/21642/
留学生へのお知らせ/Notice to GSFS International Students,2024.04.16,Email Delivery Service of Immigration Services Agency / 出入国在留管理庁メール配信サービスについて,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/international-students/21277/
留学生へのお知らせ/Notice to GSFS International Students,2024.04.01,2024Google PhD Fellowship募集開始のお知らせ,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/information/20910/
留学生へのお知らせ/Notice to GSFS International Students,2024.03.25,ゆうちょ銀行口座開設について/Opening a Japan Post Bank account,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/international-students/20754/
留学生宿舎情報/Housing Information for International Students,2024.05.16,社員寮への入居留学生募集 -2024年7月以降受入れ開始-,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/currently-accepting/21671/
留学生宿舎情報/Housing Information for International Students,2024.01.30,社員寮への入居留学生募集 -2024年5月以降受入れ開始-,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/currently-accepting/20193/
留学生宿舎情報/Housing Information for International Students,2024.01.05,2024年度 東京国際交流館入居希望者（留学生）募集のお知らせ Tokyo International Exchange Center (Accommodation for International Students),https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/currently-accepting/19962/
留学生宿舎情報/Housing Information for International Students,2023.12.26,目白台ビレッジ 2024年度春季RA募集,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/dormitory_nihonjin/19863/
留学生宿舎情報/Housing Information for International Students,2023.12.21,The University of Tokyo Accommodations for International Students (April 2024 move-ins) /東京大学留学生宿舎2024年4月入居希望者募集,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/currently-accepting/19824/
海外留学奨学金/Study Abroad Scholarship(Japanese Students),2024.05.21,【本部国際教育推進課に直接応募：5/24締切】AUA Asia Deep Dive Program 2024参加学生の募集,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase/21734/
海外留学奨学金/Study Abroad Scholarship(Japanese Students),2024.05.20,【教務チーム:8/29〆切】ＫＤＤＩ財団「2025年度日本人留学助成」の募集,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase/21702/
海外留学奨学金/Study Abroad Scholarship(Japanese Students),2024.05.16,【教務チーム:7/31〆切】経団連国際教育交流財団2025年度日本人大学院生奨学金,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase/21681/
海外留学奨学金/Study Abroad Scholarship(Japanese Students),2024.04.19,【UTASで申請：締切5/27】2024年度グローバル教育センター担当サマープログラム参加学生の募集,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase/21352/
海外留学奨学金/Study Abroad Scholarship(Japanese Students),2024.04.12,【直接応募】令和7年度皇太子明仁親王奨学金奨学生募集,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/oshirase/21214/
民間奨学金・研究助成金情報（日本人）/Scholarship Information for Japanese Students,2024.04.09,【本部申込】その他の奨学金の募集について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/information/21117/
民間奨学金・研究助成金情報（日本人）/Scholarship Information for Japanese Students,2024.04.09,直接応募の奨学金について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/information/21107/
民間奨学金・研究助成金情報（日本人）/Scholarship Information for Japanese Students,2024.04.09,（直接応募）原島博学術奨励賞募集について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/information/21103/
民間奨学金・研究助成金情報（日本人）/Scholarship Information for Japanese Students,2024.04.09,ユーレカ財団　博士課程支援プロジェクト（PhD Project Proposal）の募集について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/information/21096/
民間奨学金・研究助成金情報（日本人）/Scholarship Information for Japanese Students,2024.04.06,内部選考を行う奨学金の募集について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/information/21077/
日本学生支援機構奨学生の募集（日本人）/JASSO Scholarship(Japanese Students),2024.01.26,令和６年度日本学生支援機構奨学生在学採用(4月期)の募集のお知らせ,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/boshu/20157/
日本学生支援機構奨学生の募集（日本人）/JASSO Scholarship(Japanese Students),2023.10.10,令和５年度日本学生支援機構大学院奨学生（秋季入学者）の募集のお知らせ￼,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/boshu/18937/
日本学生支援機構奨学生の募集（日本人）/JASSO Scholarship(Japanese Students),2023.09.29,令和６年度日本学生支援機構大学院奨学生予約採用の募集のお知らせ￼,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/boshu/18711/
日本学生支援機構奨学生の募集（日本人）/JASSO Scholarship(Japanese Students),2023.09.11,令和５年度日本学生支援機構　二次採用募集のお知らせ,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/boshu/18422/
日本学生支援機構奨学生の手続き（日本人）/JASSO Scholarship(Japanese Students),2024.01.12,学振特別研究員採用に伴う日本学生支援機構奨学金の辞退について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/jasso_annai/20031/
日本学生支援機構奨学生の手続き（日本人）/JASSO Scholarship(Japanese Students),2023.12.25,【重要】令和５年度日本学生支援機構【特に優れた業績による返還免除】の申請について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/jasso_annai/19858/
日本学生支援機構奨学生の手続き（日本人）/JASSO Scholarship(Japanese Students),2023.12.07,【重要】R5日本学生支援機構奨学金「適格認定奨学金継続願」の入力について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/jasso_annai/19677/
日本人学生宿舎情報/Housing Information for Japanese Students,2024.01.05,R6東京国際交流館・日本人学生の入居者募集について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/dormitory_nihonjin/19941/
日本人学生宿舎情報/Housing Information for Japanese Students,2023.12.26,目白台ビレッジ 2024年度春季RA募集,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/dormitory_nihonjin/19863/
日本人学生宿舎情報/Housing Information for Japanese Students,2023.08.08,追分インターナショナルビレッジ2023年10月入居者募集（博士課程学生のみ）/ Oiwake International Village for October 2023 move-ins (doctoral students only),https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/dormitory_nihonjin/18128/
ジョブイベント/Job Fair,2024.05.14,【東大留学生支援室】留学生のための就職支援セミナー情報（24-01）,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/21642/
ジョブイベント/Job Fair,2024.05.09,【26卒】 5～6月開催★8日間で化学系企業32社参加★オンラインイベント Chemical LIVE 開催のご案内,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/21590/
ジョブイベント/Job Fair,2024.05.08,半導体業界研究イベント「未来COLLEGEインターンシップ合同説明会」開催のご案内,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/21575/
ジョブイベント/Job Fair,2024.05.07,エンジニアリング業界オンラインキャリア支援セミナーのご案内：6月22日(土)開催,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/21544/
ジョブイベント/Job Fair,2024.05.02,【26卒】 5/15（水）17:00～化学業界就活スタート講座｜オンライン開催（Zoomウェビナー）のご案内,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/21519/
求人票/ Job Offer Information,2024.05.08,令和６年度佐賀県職員（工業〔金属材料分野〕）求人票,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/kyujinhyou/21569/
求人票/ Job Offer Information,2024.05.07,【スズキ(株)】求人継続のご案内_2025年卒採用,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/kyujinhyou/21547/
求人票/ Job Offer Information,2024.04.26,（株）ユー・エス・イーＷeb会社説明会（5月開催）,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/21467/
求人票/ Job Offer Information,2024.04.26,【（株）アイヴィス】求人票,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/kyujinhyou/21463/
求人票/ Job Offer Information,2024.04.18,令和6年度実施　広島県および広島市公立学校教員採用選考試験における大学推薦特別選考の実施について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/kyoshoku/21329/
民間インターンシップ/Internship at private company,2024.05.08,【チームラボ】サマーインターンシップ,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/minkan-internship/21566/
民間インターンシップ/Internship at private company,2024.05.07,NTT R&D 夏期インターンシップ2024 募集要項,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/minkan-internship/21536/
民間インターンシップ/Internship at private company,2024.04.16,"【4/18,19,26開催】【海外渡航費全額補助】2024年度UGIP(ダイキン工業㈱企画)",https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/21281/
民間インターンシップ/Internship at private company,2024.01.29,【チームラボ（株）】求人票/卒制・卒論採用/オンライン説明会/通年インターンシップ,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/20179/
民間インターンシップ/Internship at private company,2024.01.04,【産学協創部】タタグローバルインターンシップオンライン説明会,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/19920/
官公庁インターンシップ/Internship at government administration office(mainly for Japanese Students),2024.05.21,令和６年度国総研つくば庁舎夏期実習生の募集について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/intern_application/21743/
官公庁インターンシップ/Internship at government administration office(mainly for Japanese Students),2024.05.21,令和６年度国総研横須賀庁舎夏期実習生の募集について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/intern_application/21739/
官公庁インターンシップ/Internship at government administration office(mainly for Japanese Students),2024.05.21,【厚生労働省】令和６年度職場体験実習（インターンシップ）のご案内（学生直接応募）,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/intern_application/21737/
官公庁インターンシップ/Internship at government administration office(mainly for Japanese Students),2024.05.14,令和 6 年度女子学生霞が関体験プログラムの募集について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/intern_application/21645/
官公庁インターンシップ/Internship at government administration office(mainly for Japanese Students),2024.05.13,【内閣人事局】職場体験イベント情報特設サイト,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/intern_application/21621/
教職関係/ Teaching Profession,2024.05.02,自由の森学園及び東大附属における学校インターンシッププログラム【計４件】￼,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/kyoshoku/21512/
教職関係/ Teaching Profession,2024.04.18,令和6年度実施　広島県および広島市公立学校教員採用選考試験における大学推薦特別選考の実施について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/kyoshoku/21329/
教職関係/ Teaching Profession,2024.04.16,令和6年度実施　広島県および広島市公立学校教員採用選考試験における大学推薦特別選考の実施について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/kyoshoku/21284/
教職関係/ Teaching Profession,2024.04.05,令和6年度実施　京都府公立学校教員採用選考試験における大学推薦特別選考の実施について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/kyoshoku/21050/
教職関係/ Teaching Profession,2024.04.05,令和6年度実施　東京都公立学校教員採用候補者選考に伴う大学推薦について,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/kyoshoku/21040/
一般掲示・イベント情報 （ジョブイベント以外）/General Information・Event Information(except job fair),2024.05.17,"(May. 30, 14:00-15:30) Event Info: Conversation with the UNDP Assistant Administrator and Director of the UNDP Regional Bureau for Arab States / UNDP総裁補兼アラブ地域局長との対話",https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/current-events/21700/
一般掲示・イベント情報 （ジョブイベント以外）/General Information・Event Information(except job fair),2024.05.17,【学生相談所】休学・不登校学生対象オンラインワークショップとリスタートグループのご案内,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/current-events/21695/
一般掲示・イベント情報 （ジョブイベント以外）/General Information・Event Information(except job fair),2024.04.16,"【4/18,19,26開催】【海外渡航費全額補助】2024年度UGIP(ダイキン工業㈱企画)",https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/event-information/21281/
一般掲示・イベント情報 （ジョブイベント以外）/General Information・Event Information(except job fair),2024.03.05,東京フィルハーモニー交響楽団 定期演奏会 学生券のご案内 Tokyo Philharmonic Orchestra Students tickets information,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/current-events/20515/
一般掲示・イベント情報 （ジョブイベント以外）/General Information・Event Information(except job fair),2024.03.01,Google PhD Fellowship 説明会/Briefing for Google PhD Fellowship,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/current-events/20475/
研究交流からのお知らせ,2024.02.26,[f-all] 研究費不正使用防止にかかるリーフレットについて,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/kenkyu-notice/20385/
研究交流からのお知らせ,2023.11.28,[f-all] 査読における不適切な行為の防止について（通知）,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/kenkyu-notice/19537/
研究助成,2024.05.10,[f-all] 【公募情報】【要部局長承認】経済安全保障重要技術育成プログラム（プロジェクト型／個別研究型）2024年度 第１回研究開発課題公募について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a0%94%e7%a9%b6%e5%8a%a9%e6%88%90/21612/
研究助成,2024.05.10,[f-all] 【公募情報】【e-Rad】JST：新たなムーンショット目標（ムーンショット目標10）達成に向けたプロジェクトマネージャーの公募について,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a0%94%e7%a9%b6%e5%8a%a9%e6%88%90/21609/
研究助成,2024.05.02,[f-all] 【公募情報】【部局締切：5/20】（公財）カシオ科学振興財団 研究助成について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a0%94%e7%a9%b6%e5%8a%a9%e6%88%90/21523/
研究助成,2024.05.02,[f-all] 【公募情報】【部局締切：5/2-12：00】（公財）服部報公会　研究助成について(工学研究奨励援助金)￼,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a0%94%e7%a9%b6%e5%8a%a9%e6%88%90/21518/
研究助成,2024.04.26,[f-stu] 【公募情報】2024年度戦略的創造研究推進事業（ACT-X）研究提案募集について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a0%94%e7%a9%b6%e5%8a%a9%e6%88%90/21481/
日本学術振興会 特別研究員,2024.04.26,"【通知】Fw: 【特別研究員】FW: 【JSPS】令和７年度採用分特別研究員-PD,　DCの電子申請システムによる受付開始等について",https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e6%97%a5%e6%9c%ac%e5%ad%a6%e8%a1%93%e6%8c%af%e8%88%88%e4%bc%9a-%e7%89%b9%e5%88%a5%e7%a0%94%e7%a9%b6%e5%93%a1/21489/
日本学術振興会 特別研究員,2024.04.26,￼,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e6%97%a5%e6%9c%ac%e5%ad%a6%e8%a1%93%e6%8c%af%e8%88%88%e4%bc%9a-%e7%89%b9%e5%88%a5%e7%a0%94%e7%a9%b6%e5%93%a1/21487/
日本学術振興会 特別研究員,2024.04.26,[f-all] 【重要】【特別研究員RPD】令和７年度採用分特別研究員―ＲＰＤの募集について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e6%97%a5%e6%9c%ac%e5%ad%a6%e8%a1%93%e6%8c%af%e8%88%88%e4%bc%9a-%e7%89%b9%e5%88%a5%e7%a0%94%e7%a9%b6%e5%93%a1/21485/
日本学術振興会 特別研究員,2024.04.26,[f-ad] 【新領域締切：4/1（月）12：00】【日本学術振興会】海外特別研究員および海外特別研究員-RRAの募集について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e6%97%a5%e6%9c%ac%e5%ad%a6%e8%a1%93%e6%8c%af%e8%88%88%e4%bc%9a-%e7%89%b9%e5%88%a5%e7%a0%94%e7%a9%b6%e5%93%a1/21483/
科研費,2024.04.17,[f-all] 【科研費】令和7年度科学研究費助成事業の公募について（特別推進研究、基盤研究（S））,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a7%91%e7%a0%94%e8%b2%bb/21290/
科研費,2024.04.17,[f-all] 【科研費】令和7年度科学研究費助成事業の公募について（学術変革領域研究（A・B）、特別研究促進費）,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a7%91%e7%a0%94%e8%b2%bb/21288/
科研費,2024.04.15,[f-all] 【重要】（5/10正午〆切）R5年度科研費_実績報告書・実施状況報告書の提出について,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a7%91%e7%a0%94%e8%b2%bb/21237/
科研費,2024.04.01,[f-all] 【科研費】令和6(2024)年度科学研究費助成事業の交付内定について,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a7%91%e7%a0%94%e8%b2%bb/20929/
科研費,2024.03.22,[f-all] 令和６(2024)年度の科学研究費助成事業（科研費）の変更点等について,https://gsfs-portal.k.u-tokyo.ac.jp/kenkyu/news/%e7%a7%91%e7%a0%94%e8%b2%bb/20700/
契約からのお知らせ,2024.05.17,請求書払、コーポレートカード、立替払、ＵＴ試薬に係る伝票の提出締切について,https://gsfs-portal.k.u-tokyo.ac.jp/keiyaku/news/keiyaku-notice/2936/
契約からのお知らせ,2024.04.08,令和６年度における「環境物品等の調達の推進を図るための方針」について,https://gsfs-portal.k.u-tokyo.ac.jp/keiyaku/news/keiyaku-notice/21142/
契約からのお知らせ,2024.03.29,令和６年度における障害者就労施設等からの物品等の調達の推進を図るための方針について,https://gsfs-portal.k.u-tokyo.ac.jp/keiyaku/news/keiyaku-notice/21166/
契約からのお知らせ,2024.02.26,R５年度末における支払書類等の提出期限について,https://gsfs-portal.k.u-tokyo.ac.jp/keiyaku/news/keiyaku-notice/20401/
契約からのお知らせ,2023.12.06,令和５年度の高額契約手続きにおける年度内納品完了の為の手続き期限について,https://gsfs-portal.k.u-tokyo.ac.jp/keiyaku/news/keiyaku-notice/14633/
国際交流室からのお知らせ/ Information from the International Liaison Office (ILO),2024.04.18,"Japanese Conversation Club (April, May)/ 日本語会話クラブ（4・5月）",https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/ilo-notice/21322/
国際交流室からのお知らせ/ Information from the International Liaison Office (ILO),2023.12.25,日本語会話クラス（1月）/ Japanese Conversation Class (January),https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/ilo-notice/19788/
国際交流室からのお知らせ/ Information from the International Liaison Office (ILO),2023.11.24,日本語会話クラス（12月）/ Japanese Conversation Class (December),https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/ilo-notice/19483/
国際交流室からのお知らせ/ Information from the International Liaison Office (ILO),2023.10.27,日本語会話クラス（11月）/ Japanese Conversation Class (November),https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/ilo-notice/19190/
国際交流室からのお知らせ/ Information from the International Liaison Office (ILO),2023.09.29,日本語会話クラス（10月）/ Japanese Conversation Class (October),https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/ilo-notice/18704/
留学生向け奨学金情報/Scholarship Information for GSFS International Students from ILO,2024.05.22,Direct Application: Tomiyama Cultural Foundation/ Deadline: July 22 (Mon) 2024 at 10:00 AM// 直接応募: 富山文化財団/ 締切：2024年7月22日（月）午前10時,https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/scholarship/21747/
留学生向け奨学金情報/Scholarship Information for GSFS International Students from ILO,2024.05.17,JEES Scholarship for the Promotion of Japanese Language Learning (JLTCT): May 23 (Thu) 2024 at 10:00 // JEES日本語教育普及奨学金/ 締切：2024年5月23日（木）午前10時,https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/scholarship/21692/
留学生向け奨学金情報/Scholarship Information for GSFS International Students from ILO,2024.05.13,JEES Scholarship/ Deadline: May 16 (Thu) 2024 at 10:00// JEES 留学生奨学金(修学)/ 締切：2024年5月16日（木）午前10時,https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/scholarship/21623/
留学生向け奨学金情報/Scholarship Information for GSFS International Students from ILO,2024.05.13,JEES Scholarship (Priority Countries)/ Deadline: May 16 (Thu) 2024 at 10:00// JEES留学生奨学金（少数受入国）/ 締切：2024年5月16日（木）午前10時,https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/scholarship/21628/
留学生向け奨学金情報/Scholarship Information for GSFS International Students from ILO,2024.04.23,Direct Application: Kaneko Foundation/ Deadline: May 15 (Wed) 2024// 直接応募: 金子国際財団/ 締切：2024年5月15日（水）,https://gsfs-portal.k.u-tokyo.ac.jp/ilo/news/scholarship/21411/

留学生へのお知らせ/Notice to GSFS International Students,2024.05.16,「文京区英語観光ガイドツアーの開催」について￼,https://gsfs-portal.k.u-tokyo.ac.jp/kyoumu/news/international-students/21683/
